"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2008",512.214,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2009",506.468,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2010",501.169,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2011",497.882,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2012",486.604,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2013",480.014,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2014",479.391,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2015",480.984,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2016",494.397,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2017",495.651,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2018",495.317,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2019",500.198,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2020",500.38,
"COL","WASTEMUN","TOT","THND_TONNE","A","2003",5289,
"COL","WASTEMUN","TOT","THND_TONNE","A","2004",6128,
"COL","WASTEMUN","TOT","THND_TONNE","A","2005",7583.09,
"COL","WASTEMUN","TOT","THND_TONNE","A","2006",7583.09,
"COL","WASTEMUN","TOT","THND_TONNE","A","2007",9153.993,
"COL","WASTEMUN","TOT","THND_TONNE","A","2008",9154.028,
"COL","WASTEMUN","TOT","THND_TONNE","A","2009",11273.441,
"COL","WASTEMUN","TOT","THND_TONNE","A","2010",8980.19,
"COL","WASTEMUN","TOT","THND_TONNE","A","2011",9686.042,
"COL","WASTEMUN","TOT","THND_TONNE","A","2012",8996.133,
"COL","WASTEMUN","TOT","THND_TONNE","A","2013",9144.506,
"COL","WASTEMUN","TOT","THND_TONNE","A","2014",9144.637,
"COL","WASTEMUN","TOT","THND_TONNE","A","2015",9967.844,
"COL","WASTEMUN","TOT","THND_TONNE","A","2016",11400.036,
"COL","WASTEMUN","TOT","THND_TONNE","A","2017",10856.976,
"COL","WASTEMUN","TOT","THND_TONNE","A","2018",12082.511,
"COL","WASTEMUN","TOT","KG_CAP","A","2003",127.495,
"COL","WASTEMUN","TOT","KG_CAP","A","2004",145.641,
"COL","WASTEMUN","TOT","KG_CAP","A","2005",177.808,
"COL","WASTEMUN","TOT","KG_CAP","A","2006",175.531,
"COL","WASTEMUN","TOT","KG_CAP","A","2007",209.294,
"COL","WASTEMUN","TOT","KG_CAP","A","2008",206.848,
"COL","WASTEMUN","TOT","KG_CAP","A","2009",251.92,
"COL","WASTEMUN","TOT","KG_CAP","A","2010",198.577,
"COL","WASTEMUN","TOT","KG_CAP","A","2011",212.121,
"COL","WASTEMUN","TOT","KG_CAP","A","2012",195.247,
"COL","WASTEMUN","TOT","KG_CAP","A","2013",196.675,
"COL","WASTEMUN","TOT","KG_CAP","A","2014",194.701,
"COL","WASTEMUN","TOT","KG_CAP","A","2015",209.758,
"COL","WASTEMUN","TOT","KG_CAP","A","2016",236.638,
"COL","WASTEMUN","TOT","KG_CAP","A","2017",221.979,
"COL","WASTEMUN","TOT","KG_CAP","A","2018",243.3,
"LVA","WASTEMUN","TOT","THND_TONNE","A","1995",657,"E"
"LVA","WASTEMUN","TOT","THND_TONNE","A","1996",650,"E"
"LVA","WASTEMUN","TOT","THND_TONNE","A","1997",621.09,"E"
"LVA","WASTEMUN","TOT","THND_TONNE","A","1998",597.38,"E"
"LVA","WASTEMUN","TOT","THND_TONNE","A","1999",613.12,"E"
"LVA","WASTEMUN","TOT","THND_TONNE","A","2000",642,"E"
"LVA","WASTEMUN","TOT","THND_TONNE","A","2001",713,"E"
"LVA","WASTEMUN","TOT","THND_TONNE","A","2002",793,"B"
"LVA","WASTEMUN","TOT","THND_TONNE","A","2003",695,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2004",720.38,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2005",716,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2006",760,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2007",860.92,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2008",751.92,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2009",752.96,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2010",680.14,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2011",720.64,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2012",657.612,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2013",704,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2014",726,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2015",798.061,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2016",802.473,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2017",798.187,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2018",785.074,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2019",840.413,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2020",908.96,
"LVA","WASTEMUN","TOT","KG_CAP","A","1995",261.912,
"LVA","WASTEMUN","TOT","KG_CAP","A","1996",262.22,
"LVA","WASTEMUN","TOT","KG_CAP","A","1997",253.164,
"LVA","WASTEMUN","TOT","KG_CAP","A","1998",245.78,
"LVA","WASTEMUN","TOT","KG_CAP","A","1999",254.608,
"LVA","WASTEMUN","TOT","KG_CAP","A","2000",269.278,
"LVA","WASTEMUN","TOT","KG_CAP","A","2001",302.286,
"LVA","WASTEMUN","TOT","KG_CAP","A","2002",339.974,
"LVA","WASTEMUN","TOT","KG_CAP","A","2003",301.409,
"LVA","WASTEMUN","TOT","KG_CAP","A","2004",316.106,
"LVA","WASTEMUN","TOT","KG_CAP","A","2005",317.94,
"LVA","WASTEMUN","TOT","KG_CAP","A","2006",341.564,
"LVA","WASTEMUN","TOT","KG_CAP","A","2007",391.667,
"LVA","WASTEMUN","TOT","KG_CAP","A","2008",346.307,
"LVA","WASTEMUN","TOT","KG_CAP","A","2009",351.066,
"LVA","WASTEMUN","TOT","KG_CAP","A","2010",320.995,
"LVA","WASTEMUN","TOT","KG_CAP","A","2011",344.209,
"LVA","WASTEMUN","TOT","KG_CAP","A","2012",317.836,
"LVA","WASTEMUN","TOT","KG_CAP","A","2013",344.263,
"LVA","WASTEMUN","TOT","KG_CAP","A","2014",359.189,
"LVA","WASTEMUN","TOT","KG_CAP","A","2015",399.493,
"LVA","WASTEMUN","TOT","KG_CAP","A","2016",406.464,
"LVA","WASTEMUN","TOT","KG_CAP","A","2017",409.097,
"LVA","WASTEMUN","TOT","KG_CAP","A","2018",407.097,
"LVA","WASTEMUN","TOT","KG_CAP","A","2019",440.758,
"LVA","WASTEMUN","TOT","KG_CAP","A","2020",481.9,
"RUS","WASTEMUN","TOT","KG_CAP","A","1999",346.019,
"RUS","WASTEMUN","TOT","KG_CAP","A","2000",354.009,
"RUS","WASTEMUN","TOT","KG_CAP","A","2001",350.511,
"RUS","WASTEMUN","TOT","KG_CAP","A","2002",371.933,
"RUS","WASTEMUN","TOT","KG_CAP","A","2003",380.804,
"RUS","WASTEMUN","TOT","KG_CAP","A","2004",401.32,
"RUS","WASTEMUN","TOT","KG_CAP","A","2005",401.574,
"RUS","WASTEMUN","TOT","KG_CAP","A","2006",424.309,
"RUS","WASTEMUN","TOT","KG_CAP","A","2007",438.821,
"RUS","WASTEMUN","TOT","KG_CAP","A","2008",451,
"RUS","WASTEMUN","TOT","KG_CAP","A","2009",466.568,
"RUS","WASTEMUN","TOT","KG_CAP","A","2010",482.694,
"RUS","WASTEMUN","TOT","KG_CAP","A","2011",481.537,
"RUS","WASTEMUN","TOT","KG_CAP","A","2012",559.498,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1995",1546,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1996",1445,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1997",1510,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1998",1578,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1999",1236,"B"
"LTU","WASTEMUN","TOT","THND_TONNE","A","2000",1275.92,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2001",1313.45,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2002",1395.1,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2003",1327.61,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2004",1260.12,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2005",1287.37,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2006",1325.72,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2007",1353.61,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2008",1368.98,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2009",1205.53,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2010",1252.62,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2011",1339.28,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2012",1330.16,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2013",1280.05,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2014",1270.245,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2015",1299.998,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2016",1272.061,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2017",1286.434,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2018",1300.572,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2019",1318.626,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2020",1349.947,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2010",1506,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2011",1659,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2012",1698,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2013",1752,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2014",1788,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2015",1877,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2016",1218,"B"
"CRI","WASTEMUN","TOT","THND_TONNE","A","2017",1267,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2018",1462,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2019",1344,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2020",1459.29,
"LTU","WASTEMUN","TOT","KG_CAP","A","1995",426.293,
"LTU","WASTEMUN","TOT","KG_CAP","A","1996",400.97,
"LTU","WASTEMUN","TOT","KG_CAP","A","1997",421.798,
"LTU","WASTEMUN","TOT","KG_CAP","A","1998",443.864,
"LTU","WASTEMUN","TOT","KG_CAP","A","1999",350.222,
"LTU","WASTEMUN","TOT","KG_CAP","A","2000",364.357,
"LTU","WASTEMUN","TOT","KG_CAP","A","2001",378.121,
"LTU","WASTEMUN","TOT","KG_CAP","A","2002",404.99,
"LTU","WASTEMUN","TOT","KG_CAP","A","2003",388.83,
"LTU","WASTEMUN","TOT","KG_CAP","A","2004",372.692,
"LTU","WASTEMUN","TOT","KG_CAP","A","2005",384.949,
"LTU","WASTEMUN","TOT","KG_CAP","A","2006",401.328,
"LTU","WASTEMUN","TOT","KG_CAP","A","2007",415.348,
"LTU","WASTEMUN","TOT","KG_CAP","A","2008",426.093,
"LTU","WASTEMUN","TOT","KG_CAP","A","2009",380.621,
"LTU","WASTEMUN","TOT","KG_CAP","A","2010",400.99,
"LTU","WASTEMUN","TOT","KG_CAP","A","2011",434.352,
"LTU","WASTEMUN","TOT","KG_CAP","A","2012",436.754,
"LTU","WASTEMUN","TOT","KG_CAP","A","2013",425.416,
"LTU","WASTEMUN","TOT","KG_CAP","A","2014",427.478,
"LTU","WASTEMUN","TOT","KG_CAP","A","2015",443.403,
"LTU","WASTEMUN","TOT","KG_CAP","A","2016",440.228,
"LTU","WASTEMUN","TOT","KG_CAP","A","2017",452.105,
"LTU","WASTEMUN","TOT","KG_CAP","A","2018",464.279,
"LTU","WASTEMUN","TOT","KG_CAP","A","2019",477.829,
"LTU","WASTEMUN","TOT","KG_CAP","A","2020",495.888,
"CRI","WASTEMUN","TOT","KG_CAP","A","2010",329.01,
"CRI","WASTEMUN","TOT","KG_CAP","A","2011",358.076,
"CRI","WASTEMUN","TOT","KG_CAP","A","2012",362.201,
"CRI","WASTEMUN","TOT","KG_CAP","A","2013",369.456,
"CRI","WASTEMUN","TOT","KG_CAP","A","2014",372.858,
"CRI","WASTEMUN","TOT","KG_CAP","A","2015",387.185,
"CRI","WASTEMUN","TOT","KG_CAP","A","2016",248.605,
"CRI","WASTEMUN","TOT","KG_CAP","A","2017",255.962,
"CRI","WASTEMUN","TOT","KG_CAP","A","2018",292.433,
"CRI","WASTEMUN","TOT","KG_CAP","A","2019",266.267,
"CRI","WASTEMUN","TOT","KG_CAP","A","2020",286.466,
"CAN","WASTEMUN","TOT","KG_CAP","A","1996",238.643,
"CAN","WASTEMUN","TOT","KG_CAP","A","1998",313.067,
"CAN","WASTEMUN","TOT","KG_CAP","A","2000",367.538,
"CAN","WASTEMUN","TOT","KG_CAP","A","2002",360.393,
"CAN","WASTEMUN","TOT","KG_CAP","A","2004",387.402,
"CAN","WASTEMUN","TOT","KG_CAP","A","2006",414.023,
"CAN","WASTEMUN","TOT","KG_CAP","A","2008",409.788,
"CAN","WASTEMUN","TOT","KG_CAP","A","2010",408.926,
"CAN","WASTEMUN","TOT","KG_CAP","A","2012",411.064,
"CAN","WASTEMUN","TOT","KG_CAP","A","2014",410.865,
"CAN","WASTEMUN","TOT","KG_CAP","A","2016",412.543,
"CAN","WASTEMUN","TOT","KG_CAP","A","2018",423.617,
"CYP","WASTEMUN","TOT","THND_TONNE","A","1995",387,
"CYP","WASTEMUN","TOT","THND_TONNE","A","1996",400.12,
"CYP","WASTEMUN","TOT","THND_TONNE","A","1997",410.54,
"CYP","WASTEMUN","TOT","THND_TONNE","A","1998",418.17,
"CYP","WASTEMUN","TOT","THND_TONNE","A","1999",425.76,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2000",436.11,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2001",456.1,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2002",464.61,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2003",481.36,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2004",498.07,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2005",507.91,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2006",522.19,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2007",539.78,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2008",573.42,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2009",589.05,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2010",576.31,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2011",574.83,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2012",573.96,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2013",532.42,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2014",512.82,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2015",525.24,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2016",538.69,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2017",537.49,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2018",562.1,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2019",571.07,
"CYP","WASTEMUN","TOT","THND_TONNE","A","2020",542.84,
